     \phi^r       ,  \phi^r_{\delta} , \phi^r_{\delta\delta} ,   \phi^r_{\tau}  , \phi^r_{\tau\tau} , \phi^r_{\delta\tau}
 -3.42693206E+000 , -3.64366650E-001 ,    +8.56063701E-001   , -5.81403435E+000 , -2.23440737E+000  ,   -1.12176915E+000
