     \phi^o       ,  \phi^o_{\delta} , \phi^o_{\delta\delta} ,   \phi^o_{\tau}  , \phi^o_{\tau\tau} , \phi^o_{\delta\tau}
 +2.04797733E+000 , +3.84236747E-001 ,    -1.47637878E-1     , +9.04611106E+000 , -1.93249185E+000  ,   +0.00000000E+000
